udise_code,school_name,district,village,longitude,latitude,school_category,management
18230215001,EAST GUTGUTI LPS,HAILAKANDI,GUTGUTI R.F,92.4950500000146,24.1667499997652,Primary,Department of Education
18230215003,WEST GUTGUTI - 2 LPS,HAILAKANDI,GUTGUTI R.F,92.5257829999198,24.1831169997459,Primary,Department of Education
18230215202,PAKUA PUNJEE LPS,HAILAKANDI,SAHEBMARA,92.5257829999198,24.1831169997459,Primary,Department of Education
18230214803,PRANKRISHNA TRIBAL VLP,HAILAKANDI,BHAICHERRA R.F,92.5038330001256,24.1838500002964,Primary,Department of Education
18230215008,MODEL VILLAGE TRIBAL VLPS,HAILAKANDI,GUTGUTI R.F,92.4941670001077,24.1849170000809,Primary,Unrecognized
18230215002,WEST GUTGUTI - 1 LPS,HAILAKANDI,GUTGUTI R.F,92.4969999999513,24.1864999998864,Primary,Department of Education
18230215201,SHAHEBMARA NORTH LPS,HAILAKANDI,SAHEBMARA,92.5300829998263,24.1903999998902,Primary,Department of Education
18230205102,BOINCHERRA LPS,HAILAKANDI,KANCHIWALA R.F,92.5149999996433,24.1934000002493,Primary,Department of Education
18230214801,RAJARTHAL LPS,HAILAKANDI,BHAICHERRA R.F,92.5297000004099,24.1947830002724,Primary,Department of Education
18230205104,EAST CHORAIBAK LPS,HAILAKANDI,KANCHIWALA R.F,92.5213829995559,24.2041169996103,Primary,Department of Education
18230214804,NATUN BASTI ROY VLP,HAILAKANDI,BHAICHERRA R.F,92.5395670002693,24.2046670001279,Primary,Unrecognized
18230214901,RIFLE TOISA LPS,HAILAKANDI,RIFELMARA,92.4741670002502,24.2099170000945,Primary,Department of Education
18230217501,MULIWALA LPS,HAILAKANDI,KACHURTHAL F.V,92.5419170002391,24.2129670003387,Primary,Department of Education
18230205103,BHAICHERRA LPS,HAILAKANDI,KANCHIWALA R.F,92.5367670000377,24.2163169998625,Primary,Department of Education
18230214906,WACHLAU VLP,HAILAKANDI,RIFELMARA,92.4769499998651,24.2180330002379,Primary,Unrecognized
18230205101,KANCHIWALA LP,HAILAKANDI,KANCHIWALA R.F,92.521016999858,24.2198500001303,Primary,Department of Education
18230214904,RIFELMARA VLP,HAILAKANDI,RIFELMARA,92.4735329998654,24.2230829999541,Primary,Unrecognized
18230214902,NORTH RIFELMARA LPS,HAILAKANDI,RIFELMARA,92.4749499996997,24.2266170003811,Primary,Department of Education
18230202501,838 NO RAMNATHPUR  LP,HAILAKANDI,RAMNATHPUR F.V,92.5259169998141,24.2304330001284,Primary,Department of Education
18230202502,G.S MEMORIAL MES,HAILAKANDI,RAMNATHPUR F.V,92.5256830003607,24.2310999999338,Upper Primary only,Government Aided
18230208103,ULTAN NALA VLPS,HAILAKANDI,RAMPUR,92.5118799997446,24.2343300002774,Primary,Unrecognized
18230204602,RAM KRISHNA TRIBAL VLP,HAILAKANDI,DUTTAPUR F.V,92.5140499997893,24.2343669996688,Primary,Unrecognized
18230214704,BAGCHERRA GULAK RAM VLPS,HAILAKANDI,BAGCHERRA,92.509200000062,24.2343999999583,Primary,Unrecognized
18230204603,KALACHAND ROY VLPS,HAILAKANDI,DUTTAPUR F.V,92.5209499999109,24.2368399997639,Primary,Unrecognized
18230214705,BAGCHERRA TRIBAL VLP,HAILAKANDI,BAGCHERRA,92.5140170001774,24.2379169998021,Primary,Unrecognized
18230205004,317 NO JECOBPUR LP,HAILAKANDI,JECOBPUR F.V,92.5236000003546,24.2390669997465,Primary,Department of Education
18230204601,592 NO DUTTA PUR LP,HAILAKANDI,DUTTAPUR F.V,92.5236999999137,24.2391169996508,Primary,Department of Education
18230217502,KACHURTHAL F.V LPS,HAILAKANDI,KACHURTHAL F.V,92.5479329997305,24.2412830003015,Primary,Department of Education
18230217504,KACHUTHAL VLPS,HAILAKANDI,KACHURTHAL F.V,92.5479329997305,24.2412830003015,Primary,Unrecognized
18230215009,KALYANI VLPS,HAILAKANDI,GUTGUTI R.F,92.5149300002215,24.2485600001536,Primary,Unrecognized
18230205002,JECOBPUR LP,HAILAKANDI,JECOBPUR F.V,92.5197670004284,24.250900000035,Primary,Department of Education
18220333901,ASSAM SIMANTA KRISHNAGOPAL VLP,KARIMGANJ,DEWALI,92.2881169999097,24.2527170000953,Primary,Unrecognized
18230214602,HARIOM BASTI LPS,HAILAKANDI,DAMCHERRA F.V,92.4679669997375,24.2534499999332,Primary,Department of Education
18230205010,JECOBPUR BUBIRTUK LP SCHOOL,HAILAKANDI,JECOBPUR F.V,92.5072669998437,24.2543330003101,Primary,Unrecognized
18230205003,JECOBPUR ME,HAILAKANDI,JECOBPUR F.V,92.5194500002359,24.2577829996148,Upper Primary only,Department of Education
18230205009,GUNARBIL VLP,HAILAKANDI,JECOBPUR F.V,92.5114720002139,24.2578890002387,Primary,Unrecognized
18220303202,507NO. MANIKBOND TANGIA LPS,KARIMGANJ,NANDIGRAM,92.2779999998051,24.2596499996293,Primary,Department of Education
18220303802,1216NO. MEDLICHERRA LPS,KARIMGANJ,RANGAMATI,92.3079169997506,24.2607170000773,Primary,Department of Education
18230207002,BAIDYOR TOOK LPS,HAILAKANDI,PANCHPIROR MOKAM,92.5022170000998,24.261732999789,Primary,Department of Education
18220303501,448NO. DEWALI LPS,KARIMGANJ,PIPLACHERRA,92.289416999568,24.2620830002194,Primary,Department of Education
18230205001,320 NO JAMIRA NALARPAR LP,HAILAKANDI,JECOBPUR F.V,92.5275169999464,24.2626500002639,Primary,Department of Education
18220303504,DEWALI PUBLIC MES,KARIMGANJ,PIPLACHERRA,92.2898169996011,24.2628330002367,Upper Primary only,Government Aided
18230214601,552 DAMCHERRA LPS,HAILAKANDI,DAMCHERRA F.V,92.4775669996331,24.2637330001491,Primary,Department of Education
18230204902,734 NO GAICHENARI LP,HAILAKANDI,GHARMURA PART 2 F.V,92.5112499995578,24.2642670003007,Primary,Department of Education
18230205005,512 JECOBPUR TRIPURA BASTI LP,HAILAKANDI,JECOBPUR F.V,92.5185170001004,24.2643999998101,Primary,Department of Education
18230209002,GOLLACHERRA LPS,HAILAKANDI,GALLACHERRA F.V,92.5532670000549,24.2651330002679,Primary,Department of Education
18220303503,968NO. PASCHIM DEWALI LPS,KARIMGANJ,PIPLACHERRA,92.2874330001945,24.265466999698,Primary,Department of Education
18220303505,MADHYA PASCHIM PIPLACHERRA LP,KARIMGANJ,PIPLACHERRA,92.277900000246,24.2668830000237,Primary,Unrecognized
18230207004,SIKANDAR ALI LASKAR VLPS,HAILAKANDI,PANCHPIROR MOKAM,92.5028499997614,24.2673700003884,Primary,Unrecognized
18220303502,PIPLACHERRA MES,KARIMGANJ,PIPLACHERRA,92.2779830000866,24.2678500002704,Upper Primary only,Department of Education
18230207001,PANCNPIR MOKAM LPS,HAILAKANDI,PANCHPIROR MOKAM,92.4986670000307,24.2680500003686,Primary,Department of Education
18220449201,RIANG BOSTI LPS,KARIMGANJ,RIANG BOSTI,92.3855670001091,24.2681330000712,Primary,Department of Education
18230204904,473 NO GHARMURAH PURBOSIT LP,HAILAKANDI,GHARMURA PART 2 F.V,92.5270669996846,24.2702500003289,Primary,Department of Education
18230204806,TAPOBAN VLP,HAILAKANDI,GHARMURA PART 1 F.V,92.5153000001173,24.2711669999546,Primary,Unrecognized
18230214502,UJAN DAMCHERRA LPS,HAILAKANDI,DAMCHERRA N.C,92.4633170000266,24.2715000000142,Primary,Department of Education
18220303701,400 NO. PIPLAPUNJEE LPS,KARIMGANJ,PIPLAPUNJEE FV,92.2795170000967,24.2722500001466,Primary,Department of Education
18220446101,KALAGANG LPS,KARIMGANJ,KALAGANG,92.3883999999526,24.2731330001433,Primary,Department of Education
18220302502,BALIPIPLA HIGH SCHOOL,KARIMGANJ,BALIPIPLA,92.2873169998435,24.275349999803,Secondary Only,Department of Education
18230204901,467 NO GHARMURA HINDI LP,HAILAKANDI,GHARMURA PART 2 F.V,92.5314169998198,24.275932999766,Primary,Department of Education
18230214508,DAMCHERRAMUKH VLP,HAILAKANDI,DAMCHERRA N.C,92.4918830002602,24.2761330002437,Primary,Unrecognized
18220302501,BALIPIPLA MVS,KARIMGANJ,BALIPIPLA,92.2875829999823,24.2761500002207,Primary with Upper Primary,Department of Education
18230204802,GHARMURA MVS,HAILAKANDI,GHARMURA PART 1 F.V,92.5214670001198,24.2763830003981,Primary with Upper Primary,Department of Education
18230214512,KACHURTAL VLPS,HAILAKANDI,DAMCHERRA N.C,92.4745000003362,24.2764000003416,Primary,Unrecognized
18230214501,DAMCHERRA P.T. HARGILA LPS,HAILAKANDI,DAMCHERRA N.C,92.4742169995807,24.2765000002522,Primary,Department of Education
18230214509,BAIRAGINALA VLP,HAILAKANDI,DAMCHERRA N.C,92.4742169995807,24.2765170001801,Primary,Unrecognized
18230214510,UJAN DAMCHERRA VLP,HAILAKANDI,DAMCHERRA N.C,92.47434999965,24.2766330000605,Primary,Unrecognized
18230214503,ANZIRGENA LPS,HAILAKANDI,DAMCHERRA N.C,92.4906670002674,24.2774169998073,Primary,Department of Education
18220303801,513NO. RANGAMATI LPS,KARIMGANJ,RANGAMATI,92.2911499997698,24.2778670000958,Primary,Department of Education
18220406301,587NO. BHUBIR BOND LP SCHOOL,KARIMGANJ,BARO BUBIRBOND,92.3905669996243,24.2781329999862,Primary,Department of Education
18230214507,KUKINALA VLP,HAILAKANDI,DAMCHERRA N.C,92.4909500001246,24.2789330000738,Primary,Unrecognized
18220446102,BILGANAI (MODANI NAGAR) LPS,KARIMGANJ,KALAGANG,92.3917330002867,24.2793000001814,Primary,Department of Education
18220303601,604NO. UTTAR PIPLAPUNJEE LPS,KARIMGANJ,PIPLAPUNJEE,92.2764830004118,24.279549999835,Primary,Department of Education
18230204801,HORODHAN LP,HAILAKANDI,GHARMURA PART 1 F.V,92.5216830000299,24.2804170002782,Primary,Department of Education
18230204905,RANGKHAL BASTI LP,HAILAKANDI,GHARMURA PART 2 F.V,92.5356000004487,24.2810330003847,Primary,Department of Education
18220407001,1153NO. GOPINATH TRIBAL LPS,KARIMGANJ,CHOTO BHUBIRBOND,92.3922329998788,24.2816329997112,Primary,Department of Education
18220447505,GOPINATHPUR TRIBEL ME SCHOOL,KARIMGANJ,CHERAGI NAGAR,92.3837669999602,24.2824669997658,Upper Primary only,Private Unaided (Recognized)
18220446106,KALAGANG RIANG BOSTI LPS,KARIMGANJ,KALAGANG,92.3938999999583,24.2831330003652,Primary,Department of Education
18220438801,VIBEKANADA TRIBAL LP,KARIMGANJ,LAL GENAI,92.40255,24.2835329996218,Primary,Unrecognized
18230204810,KALIBARI HIGH SCHOOL,HAILAKANDI,GHARMURA PART 1 F.V,92.5181830001896,24.2843170001764,Secondary Only,Department of Education
18220302301,1210NO. ADITYA NAGAR LPS,KARIMGANJ,ADITYA NAGAR,92.284267000265,24.2846000001433,Primary,Department of Education
18220407605,SHIB BARI VLP SCHOOL,KARIMGANJ,KALAMAGURA,92.3936499997131,24.2857500003629,Primary,Unrecognized
18230209001,GALLACHERRA LP,HAILAKANDI,GALLACHERRA F.V,92.554067000121,24.2857669998715,Primary,Department of Education
18230204803,NAVAKISHORE LPS,HAILAKANDI,GHARMURA PART 1 F.V,92.5209669996293,24.2857999999226,Primary,Department of Education
18230204808,D.C MEMORIAL VLPS,HAILAKANDI,GHARMURA PART 1 F.V,92.5176669998055,24.2863000001684,Primary,Unrecognized
18220446108,KALAGANG L.P. SCHOOL,KARIMGANJ,KALAGANG,92.3760500000541,24.28658299981,Primary,Unrecognized
18220446109,KALAGANG MAKTAB MADRASSA,KARIMGANJ,KALAGANG,92.3760500000541,24.28658299981,Primary,Madarsa unrecognized
18230204903,351 NO RAMGURAH LP,HAILAKANDI,GHARMURA PART 2 F.V,92.5302500002309,24.2872170002041,Primary,Department of Education
18230206701,GHARMURAH BUS STAND LPS,HAILAKANDI,JAMIRA PART 4,92.5150330001536,24.2874170001081,Primary,Department of Education
18230206705,BONOLAXMI VLP,HAILAKANDI,JAMIRA PART 4,92.5100169998466,24.2879670000621,Primary,Unrecognized
18230214511,UTTAR DAMCHERRA VLP,HAILAKANDI,DAMCHERRA N.C,92.480027999931,24.2888329997847,Primary,Department of Education
18230214603,SANTIPUR LPS,HAILAKANDI,DAMCHERRA F.V,92.4507670001116,24.2894670004069,Primary,Department of Education
18230214606,SANTIPUR TRIBAL VLP,HAILAKANDI,DAMCHERRA F.V,92.4507830000051,24.2894670004069,Primary,Unrecognized
18220302402,DAKSHIN BALIA TANGIA TRIBEL LP,KARIMGANJ,BALIA,92.2763500003424,24.2895669998544,Primary,Unrecognized
18230209108,ASSAM BORDER TRIBAL VLP,HAILAKANDI,JALNACHERRA F.V,92.556916999683,24.2902219996097,Primary,Unrecognized
18220302602,TINGLAL BHULA TRIVEL LPS,KARIMGANJ,JECOB NAGAR,92.2993830000599,24.2903000000317,Primary,Department of Education
18230209306,869 TUKARGRAM LPS,HAILAKANDI,KILLARBAK,92.5194829998479,24.2908499997784,Primary,Department of Education
18230209313,JAINACHERRA BARUFULY VLPS,HAILAKANDI,KILLARBAK,92.5282240001262,24.2909409996794,Primary,Unrecognized
18230209307,TUKARGRAM PRE SR. MADRASSA,HAILAKANDI,KILLARBAK,92.5202999996325,24.2915499997314,Upper Primary only,Department of Education
18220302403,BALIAPUNJEE HALAM TRIBAL LPS,KARIMGANJ,BALIA,92.2851829997838,24.291683000154,Primary,Department of Education
18220407604,MADANI NAGAR VLP SCHOOL,KARIMGANJ,KALAMAGURA,92.3933669998559,24.2923999998657,Primary,Unrecognized
18220410802,SHANTIPUR LPS,KARIMGANJ,SANTIPUR,92.3858669996847,24.2926499999298,Primary,Department of Education
18220446105,PASCHIM KALAGANG LPS,KARIMGANJ,KALAGANG,92.3861999997706,24.2926499999298,Primary,Department of Education
18220302601,441NO. NILKANTAPUR LPS,KARIMGANJ,JECOB NAGAR,92.2926000001143,24.2930169996953,Primary,Department of Education
18230204906,HOLACHANDRA MEMORIAL TRIBAL MES,HAILAKANDI,GHARMURA PART 2 F.V,92.5349329995536,24.2930169996953,Upper Primary only,Government Aided
18230209301,810 KILLARBAK PURBOSHIT LPS,HAILAKANDI,KILLARBAK,92.5349329995536,24.2930169996953,Primary,Department of Education
18220302401,886NO. BALIA TANGIA LPS,KARIMGANJ,BALIA,92.2763829999543,24.2938499997702,Primary,Department of Education
18230206706,GHARMURA ADARSHA BIDYAPITH VLP,HAILAKANDI,JAMIRA PART 4,92.5120999998526,24.2941669998213,Primary,Unrecognized
18230206702,GHARMURA ME,HAILAKANDI,JAMIRA PART 4,92.5123169995876,24.29421700016,Primary with Upper Primary,Department of Education
18230209302,47 NO KILLAR BAK LP,HAILAKANDI,KILLARBAK,92.5264830004269,24.2943999996924,Primary,Department of Education
18230206601,499 NO MANIPURI SHITLP,HAILAKANDI,JAMIRA PART 3,92.5041670000365,24.2956499999566,Primary,Department of Education
18230206607,TUKARGRAM VLP,HAILAKANDI,JAMIRA PART 3,92.5201669995631,24.2967830003019,Primary,Unrecognized
18220303302,PURBA NILKANTAPUR LPS,KARIMGANJ,NILKANTAPAR,92.2996330003052,24.2969329998047,Primary,Department of Education
18230206606,HASON RAJA MEMORIAL LPS,HAILAKANDI,JAMIRA PART 3,92.5085670004004,24.2973669998023,Primary,Department of Education
18220303901,408NO. TARAPUR LPS,KARIMGANJ,TARAPUR,92.2880170003506,24.297499999861,Primary,Department of Education
18220406401,846NO. MAHADEB BARI LPS,KARIMGANJ,BARUA TILLA,92.3893670004233,24.297650000154,Primary,Department of Education
18220447503,VIVEKANANDA TRIBAL VLP,KARIMGANJ,CHERAGI NAGAR,92.4088500000719,24.2982999999205,Primary,Unrecognized
18230209104,629 NO JALNACHERRA F.V LP,HAILAKANDI,JALNACHERRA F.V,92.5593500003918,24.2983170002048,Primary,Department of Education
18230209308,919 JHALNACHERRA LPS,HAILAKANDI,KILLARBAK,92.5593500003918,24.2983170002048,Primary,Department of Education
18230209303,KILLARBAK ME INSTITUTE,HAILAKANDI,KILLARBAK,92.5307170002111,24.2996999997612,Primary with Upper Primary,Department of Education
18230206602,367 NO JAMIRA LP,HAILAKANDI,JAMIRA PART 3,92.5184669998717,24.2998999996473,Primary,Department of Education
18230206603,CHAKMA TILA LP,HAILAKANDI,JAMIRA PART 3,92.5134999999684,24.2999500001835,Primary,Department of Education
18220406402,KALAGANG TRIBEL VLP,KARIMGANJ,BARUA TILLA,92.4021829995789,24.300166999712,Primary,Private Unaided (Recognized)
18220303301,SIM TANG JOY MES,KARIMGANJ,NILKANTAPAR,92.2933829995636,24.3012669997327,Upper Primary only,Department of Education
18230201201,595 NANDAGRAM LPS,HAILAKANDI,NANDAGRAM N.C,92.4885170003142,24.3016830001611,Primary,Department of Education
18220407606,VIDYA SAGAR HIGH SCHOOL,KARIMGANJ,KALAMAGURA,92.3907669996408,24.3019329999515,Secondary Only,Government Aided
18220406101,RANPUR MIDDLE SCHOOL,KARIMGANJ,RANPUR,92.3974829996393,24.3021500001823,Primary with Upper Primary,Department of Education
18230209101,JALNACHERRA TRIBAL ME,HAILAKANDI,JALNACHERRA F.V,92.5593000001631,24.302199999832,Upper Primary only,Department of Education
18230209106,KALUAGENA LPS,HAILAKANDI,JALNACHERRA F.V,92.5634500002817,24.303033000218,Primary,Department of Education
18230209305,627 NO KILLARBAK LP,HAILAKANDI,KILLARBAK,92.5301170001615,24.303667000319,Primary,Department of Education
18220407601,680NO. BASUDEB NATH LPS,KARIMGANJ,KALAMAGURA,92.3871329999062,24.3037670000404,Primary,Department of Education
18230213201,JAMIRA SENIOR MADRASSA,HAILAKANDI,JAMIRA PART 2,92.5216670001363,24.3040500000368,Upper Pri. and Secondary,Department of Education
18230213202,POLLY MANGAL VLP,HAILAKANDI,JAMIRA PART 2,92.5218670001529,24.304083000247,Primary,Unrecognized
18230209402,LILUARPAR LPS,HAILAKANDI,TRIGANGA,92.5321499999388,24.3048499997364,Primary,Department of Education
18220319001,443NO. NGIRNEISIEK LPS,KARIMGANJ,MANIK BOND MAHI,92.2934329997924,24.3051670001458,Primary,Department of Education
18220303201,309NO. NANDIGRAM LPS,KARIMGANJ,NANDIGRAM,92.2883169999262,24.3057000000301,Primary,Department of Education
18230212901,662 NO JAMIRA PART 7 LP,HAILAKANDI,JAMIRA PART 7,92.5102500003734,24.3057000000301,Primary,Department of Education
18230219601,BALIRBOND LPS,HAILAKANDI,JAMIRA BAGAN BASTI,92.5263000001287,24.3064829999613,Primary,Department of Education
18220406502,SARMAFABASTI LPS,KARIMGANJ,BHITAR BALIA,92.3714170000617,24.3071500002449,Primary,Department of Education
18220446104,DAKSHIN KALAGANG LPS,KARIMGANJ,KALAGANG,92.3993170001234,24.3071500002449,Primary,Department of Education
18230209405,LILWARPAR VLPS,HAILAKANDI,TRIGANGA,92.5366830003721,24.3073999999054,Primary,Unrecognized
18230209401,605 NO TRIGANGA MUKH LP,HAILAKANDI,TRIGANGA,92.5373500003689,24.3074169997891,Primary,Department of Education
18230209109,KASHIA PUNJI TRIBAL VLPS,HAILAKANDI,JALNACHERRA F.V,92.5618829997614,24.3084499998124,Primary,Unrecognized
18230209404,A.R.C TRIGANGA MEM,HAILAKANDI,TRIGANGA,92.5379000001898,24.308616999982,Upper Primary only,Government Aided
18230209105,UPENDRA REANG LPS,HAILAKANDI,JALNACHERRA F.V,92.591983000005,24.308950000066,Primary,Department of Education
18230206502,HAJI SAYAD ALI VLPS,HAILAKANDI,JAMIRA PART 1,92.5191399997162,24.3089600001164,Primary,Unrecognized
18220406201,506NO. SHYAMA PRASAD LPS,KARIMGANJ,BARBALIA,92.3940999999749,24.3092999997256,Primary,Department of Education
18230206802,JAMIRA HIGH SCHOOL,HAILAKANDI,JAMIRA PUNJEE,92.5239169996487,24.3094669995949,Upper Pri. and Secondary,Department of Education
18230209103,JALNACHERRA F.V LP,HAILAKANDI,JALNACHERRA F.V,92.561532999957,24.3095000000332,Primary,Department of Education
18220447501,GUDHGODIBASTI LPS,KARIMGANJ,CHERAGI NAGAR,92.4041330004139,24.3097499999742,Primary,Department of Education
18230206804,183 NO BARA JAMIRA LP,HAILAKANDI,JAMIRA PUNJEE,92.5243669999105,24.3102169997719,Primary,Department of Education
18230219604,JAMIRA BAGISA MEM,HAILAKANDI,JAMIRA BAGAN BASTI,92.5243669999105,24.3102169997719,Upper Primary only,Government Aided
18230214402,JAMIRA PART-VI VLPS,HAILAKANDI,JAMIRA PART 6,92.5114400004269,24.3103300003955,Primary,Unrecognized
18220407303,1092NO. GAURI SNAKAR LPS,KARIMGANJ,DURGAPUR,92.3730830003163,24.310482999826,Primary,Department of Education
18220319101,979NO. MANIKBOND LPS,KARIMGANJ,MANIKBOND PUNJEE,92.3017999999769,24.3107330002854,Primary,Department of Education
18220303402,NURKHA PUBLIC MES,KARIMGANJ,NURKHA,92.2864830003405,24.3109830002521,Upper Primary only,Department of Education
18220303401,797NO. NURKHA JOY KRISHNA LPS,KARIMGANJ,NURKHA,92.2864670004469,24.311082999937,Primary,Department of Education
18220446103,LALGANAI UPGRADED L.P.SCHOOL,KARIMGANJ,KALAGANG,92.374916999902,24.3121499997139,Primary,Department of Education
18230215005,MAILLAMANI TRIBEL VLP,HAILAKANDI,GUTGUTI R.F,92.5319669996407,24.3121830002728,Primary,Unrecognized
18230211103,642 NO SOUTH PALOICHERRA LP,HAILAKANDI,PALOICHERRA PART 1,92.5319669996407,24.3122829998302,Primary,Department of Education
18220446111,SAMAJ KALYAN LP SCHOOL,KARIMGANJ,KALAGANG,92.396799999749,24.3126999997217,Primary,Unrecognized
18220418902,SHARMAPHA TRIBEL LP SCHOOL,KARIMGANJ,CHERAGI BOND,92.4087170000025,24.3128330000799,Primary,Private Unaided (Recognized)
18230211108,JANAKALYAN VLPS,HAILAKANDI,PALOICHERRA PART 1,92.5327499999884,24.3133830004003,Primary,Unrecognized
18220407602,KALAMAGURA GOCHERRA LPS,KARIMGANJ,KALAMAGURA,92.3843329996747,24.3136999999508,Primary,Department of Education
18230206501,JAMIRA PART 1 LP,HAILAKANDI,JAMIRA PART 1,92.5198669999875,24.3138669997569,Primary,Department of Education
18230201203,NANDAGRAM PALAIPUNJEE MEM,HAILAKANDI,NANDAGRAM N.C,92.5198669999875,24.3138669997569,Upper Primary only,Government Aided
18230214401,872 JAMIRA KATANALA LPS,HAILAKANDI,JAMIRA PART 6,92.5023500001692,24.3147330003762,Primary,Department of Education
18220339901,KANAKPUR OTHER BACK WARD VLP,KARIMGANJ,KANAKPUR,92.2941500000179,24.3147669998129,Primary,Unrecognized
18220407301,460NO. SRIDURGAPUR LPS,KARIMGANJ,DURGAPUR,92.375682999633,24.3154330003755,Primary,Department of Education
18220406510,SATKORA GANI LPS,KARIMGANJ,BHITAR BALIA,92.3745829999911,24.3154829997013,Primary,Department of Education
18230200808,JAMIRA KATANALA MEM,HAILAKANDI,BALDABALDI PART 1,92.4947830000509,24.3158830001471,Upper Primary only,Government Aided
18220319002,MANIK BOND MES,KARIMGANJ,MANIK BOND MAHI,92.2969329996327,24.3162499998392,Upper Primary only,Department of Education
18230209201,UMEDGENA LPS,HAILAKANDI,JALNACHERRA GRANT,92.5601670001764,24.3164499998287,Primary,Department of Education
18230205106,SHEFALIKA ROY MEMORIAL VLP,HAILAKANDI,KANCHIWALA R.F,92.472350000383,24.3168000000746,Primary,Unrecognized
18230216201,911 PALOI PUNJEE LPS,HAILAKANDI,PALOICHERRA PUNJEE PART 2,92.4957499996233,24.3168170003355,Primary,Department of Education
18230211107,BAROPUTI SHIBCHAR MES,HAILAKANDI,PALOICHERRA PART 1,92.4957499996233,24.3168170003355,Upper Primary only,Government Aided
18220406504,BHITAR BALIA-3 LPS,KARIMGANJ,BHITAR BALIA,92.3667830002444,24.3169000000843,Primary,Department of Education
18230214302,KHASIA PUNJI JAMIRA VLP,HAILAKANDI,JAMIRA PART 5,92.5269169998968,24.3173999997686,Primary,Unrecognized
18230214303,KORNARTHAL VLPS,HAILAKANDI,JAMIRA PART 5,92.5270170003542,24.3173999997686,Primary,Unrecognized
18230219602,JAMIRA GIRLS MES,HAILAKANDI,JAMIRA BAGAN BASTI,92.5289670002909,24.3174329997799,Upper Primary only,Government Aided
18230219201,REMA PUNJI TRIBAL VLP,HAILAKANDI,BALDABALDI PUNJEE PART 3,92.526582999986,24.3178170000243,Primary,Unrecognized
18220406901,734NO.CHERRAGI NAGAR HINDI LPS,KARIMGANJ,CHERAGI BAZAR,92.3953169997925,24.318016999998,Primary,Department of Education
18220406501,651NO. BHITAR BALIA LPS,KARIMGANJ,BHITAR BALIA,92.3676169997474,24.318566999936,Primary,Department of Education
18230217603,BHUMIJ BASTI LPS,HAILAKANDI,BETCHERRA N.C,92.562783000285,24.3189000000889,Primary,Department of Education
18230219607,BIRENDRA CHANDRA VLPS,HAILAKANDI,JAMIRA BAGAN BASTI,92.5235600001716,24.3193599998841,Primary,Unrecognized
18230216105,MONTAJ ALI MEMORIAL VLPS,HAILAKANDI,PALOI PUNJEE PART 1,92.5423830003944,24.3198670003516,Primary,Unrecognized
18230206805,TILLAGRAM JANAKALYAN VLPS,HAILAKANDI,JAMIRA PUNJEE,92.5372399998657,24.3199099997264,Primary,Unrecognized
18220430504,WEST CHERAGI BARABALIA LP SCHOOL,KARIMGANJ,CHARGOLA TE-II,92.3959999996829,24.3203000001483,Primary,Unrecognized
18220319004,904NO. SHEK NAGAR LPS,KARIMGANJ,MANIK BOND MAHI,92.2971329996492,24.3210170002177,Primary,Department of Education
18220447502,MONAFI LPS,KARIMGANJ,CHERAGI NAGAR,92.4112329996536,24.321466999817,Primary,Department of Education
18220303403,MUKUMCHERRA LPS,KARIMGANJ,NURKHA,92.3032500003213,24.3220170003413,Primary,Department of Education
18220319003,549NO. PURBA MANIK NAGAR LPS,KARIMGANJ,MANIK BOND MAHI,92.3032500003213,24.3220170003413,Primary,Department of Education
18230206801,398 NO BOKHTHAL LPS,HAILAKANDI,JAMIRA PUNJEE,92.51911700015,24.32330000037,Primary,Department of Education
18220406503,BISHNURAMPUR  LPS,KARIMGANJ,BHITAR BALIA,92.3702830000847,24.3234000001642,Primary,Department of Education
18230201301,KATANALA GOVT J.B.S,HAILAKANDI,PALOI PUNJEE PART 3,92.5032170001825,24.3235329999402,Primary,Department of Education
18230211104,PALOICHERRA POLLIMANGAL ME,HAILAKANDI,PALOICHERRA PART 1,92.5386330003088,24.3236000003346,Upper Primary only,Department of Education
18230211101,150 NO PALOICHERRA LP,HAILAKANDI,PALOICHERRA PART 1,92.540082999755,24.323666999875,Primary,Department of Education
18220406202,704NO. BIJOY LAKSHMI LPS,KARIMGANJ,BARBALIA,92.3915829996005,24.3239169997167,Primary,Department of Education
18230206803,182 NO CHOTO JAMIRA LP,HAILAKANDI,JAMIRA PUNJEE,92.5268669996681,24.3243669996627,Primary,Department of Education
18220407401,1197NO. ISLAMPUR LPS,KARIMGANJ,ISLAMPUR,92.384217000222,24.3248330001821,Primary,Department of Education
18230211106,597 JHALNACHERRA SIBCHAR LPS,HAILAKANDI,PALOICHERRA PART 1,92.5422000000963,24.3251830002045,Primary,Department of Education
18220406505,MADANI MEMORIAL PRE-SR MADRASS,KARIMGANJ,BHITAR BALIA,92.3696169999128,24.325232999778,Upper Primary only,Department of Education
18230217605,GAUTOM ROY PATHORTILA VLPS,HAILAKANDI,BETCHERRA N.C,92.5634200001445,24.3254900001558,Primary,Unrecognized
18230211102,SWAMI BIBEKANANDA BIDYAPITH LP,HAILAKANDI,PALOICHERRA PART 1,92.5346830002067,24.3267499996593,Primary,Department of Education
18220318901,582NO. KHAGRAGURA LPS,KARIMGANJ,KHAGRA GURA FV,92.2877329997701,24.3267829996923,Primary,Department of Education
